17961_locus	17978_locus	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
I5593_14670	ACX60_13935	100.000	282	0	0	1	282	1	282	0.0	590
I5593_14675	ACX60_13940	100.000	260	0	0	1	260	1	260	0.0	548
I5593_14680	ACX60_13945	100.000	302	0	0	1	302	1	302	0.0	602
I5593_14685	ACX60_13950	99.364	472	3	0	1	472	1	472	0.0	977
I5593_14690	ACX60_13955	100.000	150	0	0	1	150	1	150	7.98e-110	305
I5593_14695	ACX60_13960	100.000	679	0	0	1	679	1	679	0.0	1405
I5593_14700	ACX60_13965	100.000	217	0	0	1	217	1	217	7.78e-158	432
I5593_14705	ACX60_13970	99.026	308	3	0	1	308	1	308	0.0	632
I5593_14710	ACX60_13975	100.000	348	0	0	1	348	1	348	0.0	707
I5593_14715	ACX60_13980	99.583	240	1	0	1	240	1	240	4.43e-179	488
I5593_14720	ACX60_13985	100.000	270	0	0	1	270	1	270	0.0	553
I5593_14725	ACX60_13990	100.000	90	0	0	1	90	1	90	3.13e-63	183
I5593_14730	ACX60_13995	100.000	95	0	0	1	95	1	95	2.50e-69	199
I5593_14735	ACX60_14000	100.000	206	0	0	1	206	1	206	2.33e-151	415
I5593_14740	ACX60_14005	99.802	1010	2	0	1	1010	1	1010	0.0	2068
I5593_14745	ACX60_14010	99.683	315	1	0	1	315	1	315	0.0	650
I5593_14750	ACX60_14015	99.588	243	1	0	1	243	1	243	0.0	508
I5593_14755	ACX60_14020	100.000	271	0	0	1	271	1	271	0.0	566
I5593_14760	ACX60_14025	97.351	151	4	0	1	151	1	151	4.06e-112	311
I5593_14765	ACX60_14030	99.656	291	1	0	1	291	1	291	0.0	607
I5593_14770	ACX60_14035	99.659	293	1	0	1	293	1	293	0.0	608
I5593_14775	ACX60_16700	100.000	396	0	0	1	396	1	396	0.0	806
I5593_14780	ACX60_14045	100.000	712	0	0	1	712	1	712	0.0	1463
I5593_14785	ACX60_14050	100.000	156	0	0	1	156	1	156	3.16e-114	317
I5593_14790	ACX60_14055	99.194	124	1	0	1	124	1	124	3.49e-89	251
I5593_14795	ACX60_14060	99.527	423	2	0	1	423	19	441	0.0	857
I5593_14800	ACX60_14065	100.000	409	0	0	1	409	1	409	0.0	843
I5593_14805	ACX60_14070	100.000	150	0	0	1	150	1	150	2.84e-111	309
I5593_14810	ACX60_14075	98.252	286	5	0	1	286	1	286	0.0	583
I5593_14815	ACX60_14080	100.000	186	0	0	1	186	1	186	4.08e-140	385
I5593_14820	ACX60_14085	100.000	541	0	0	1	541	1	541	0.0	1115
I5593_14825	ACX60_14090	99.708	342	1	0	1	342	1	342	0.0	688
I5593_14835	ACX60_14100	99.371	318	2	0	1	318	1	318	0.0	662
I5593_14840	ACX60_14105	99.172	483	4	0	1	483	1	483	0.0	987
I5593_14845	ACX60_14110	99.461	371	2	0	1	371	1	371	0.0	782
I5593_14850	ACX60_14115	97.840	324	7	0	1	324	1	324	0.0	660
I5593_14855	ACX60_14120	99.818	548	1	0	3	550	1	548	0.0	1112
I5593_14860	ACX60_14125	99.459	370	2	0	1	370	1	370	0.0	761
I5593_14865	ACX60_14130	99.693	326	1	0	1	326	1	326	0.0	668
I5593_14870	ACX60_14135	98.985	394	4	0	1	394	1	394	0.0	803
I5593_14885	ACX60_14145	100.000	87	0	0	1	87	1	87	1.93e-61	178
I5593_14890	ACX60_14150	100.000	163	0	0	1	163	1	163	2.68e-121	335
I5593_14895	ACX60_14155	100.000	158	0	0	1	158	1	158	2.51e-118	327
I5593_14900	ACX60_14160	100.000	183	0	0	1	183	1	183	2.31e-138	380
I5593_14905	ACX60_14165	99.592	245	1	0	1	245	1	245	0.0	511
I5593_14910	ACX60_14170	99.714	350	1	0	1	350	1	350	0.0	724
I5593_14915	ACX60_14175	99.740	385	1	0	1	385	1	385	0.0	793
I5593_14920	ACX60_14180	99.678	621	2	0	1	621	1	621	0.0	1282
I5593_14925	ACX60_14185	99.766	427	1	0	1	427	1	427	0.0	873
I5593_14930	ACX60_14190	100.000	569	0	0	1	569	4	572	0.0	1137
I5593_14935	ACX60_14195	99.479	192	1	0	1	192	1	192	2.17e-143	394
I5593_14940	ACX60_14200	100.000	277	0	0	1	277	1	277	0.0	577
I5593_14965	ACX60_14225	100.000	316	0	0	1	316	1	316	0.0	640
I5593_14970	ACX60_14230	100.000	98	0	0	1	98	1	98	8.08e-69	197
I5593_14975	ACX60_14235	99.482	193	1	0	1	193	1	193	1.40e-142	392
I5593_14980	ACX60_14240	100.000	126	0	0	1	126	1	126	2.73e-93	261
I5593_14985	ACX60_14245	96.774	186	6	0	1	186	1	186	2.96e-136	375
I5593_14990	ACX60_14250	98.145	593	11	0	1	593	1	593	0.0	1142
I5593_14995	ACX60_14255	100.000	219	0	0	1	219	1	219	8.99e-164	447
I5593_15000	ACX60_14260	98.661	224	3	0	1	224	1	224	1.81e-165	452
I5593_15005	ACX60_14265	98.824	255	3	0	1	255	1	255	0.0	515
I5593_15010	ACX60_14270	100.000	157	0	0	1	157	1	157	7.03e-114	316
I5593_15015	ACX60_14275	100.000	78	0	0	1	78	1	78	1.81e-52	155
I5593_15020	ACX60_14280	100.000	244	0	0	1	244	1	244	0.0	496
I5593_15025	ACX60_14285	99.695	328	1	0	1	328	1	328	0.0	655
I5593_15030	ACX60_14290	100.000	61	0	0	1	61	1	61	6.89e-41	124
I5593_15035	ACX60_14295	100.000	186	0	0	1	186	1	186	7.05e-140	384
I5593_15040	ACX60_14300	99.091	220	2	0	1	220	1	220	2.24e-167	456
I5593_15045	ACX60_14305	100.000	205	0	0	1	205	1	205	6.71e-154	421
I5593_15050	ACX60_14310	99.240	263	2	0	1	263	1	263	0.0	533
I5593_15055	ACX60_14315	100.000	198	0	0	1	198	1	198	8.48e-146	400
I5593_15060	ACX60_14320	99.674	307	1	0	1	307	1	307	0.0	618
I5593_15065	ACX60_14325	99.083	218	2	0	1	218	1	218	1.40e-162	444
I5593_15070	ACX60_14330	99.598	249	1	0	1	249	1	249	0.0	519
I5593_15075	ACX60_14335	99.481	385	2	0	1	385	1	385	0.0	793
I5593_15080	ACX60_14340	98.826	426	5	0	1	426	1	426	0.0	880
I5593_15085	ACX60_14345	99.590	244	1	0	1	244	1	244	0.0	501
I5593_15090	ACX60_14350	99.293	283	2	0	1	283	1	283	0.0	568
I5593_15095	ACX60_14355	100.000	476	0	0	1	476	1	476	0.0	999
I5593_15100	ACX60_14360	99.496	397	2	0	1	397	19	415	0.0	781
I5593_15105	ACX60_14365	100.000	154	0	0	1	154	1	154	1.02e-113	315
I5593_15110	ACX60_14370	99.705	678	2	0	1	678	1	678	0.0	1401
I5593_15115	ACX60_14375	99.420	345	2	0	1	345	1	345	0.0	699
I5593_15120	ACX60_14380	99.391	1149	7	0	1	1149	1	1149	0.0	2293
I5593_15125	ACX60_14385	100.000	231	0	0	1	231	1	231	2.12e-170	465
I5593_15130	ACX60_14390	100.000	267	0	0	1	267	1	267	0.0	523
I5593_15135	ACX60_14395	98.400	250	4	0	1	250	1	250	0.0	501
I5593_15140	ACX60_14400	100.000	244	0	0	1	244	1	244	0.0	497
I5593_15145	ACX60_14405	100.000	469	0	0	1	469	1	469	0.0	942
I5593_15150	ACX60_14410	100.000	269	0	0	1	269	1	269	0.0	531
I5593_15155	ACX60_14415	99.682	314	1	0	1	314	1	314	0.0	655
I5593_15160	ACX60_14420	98.423	317	5	0	1	317	1	317	0.0	615
I5593_15165	ACX60_14425	99.875	803	1	0	1	803	1	803	0.0	1598
I5593_15170	ACX60_14430	99.585	241	1	0	1	241	1	241	0.0	498
I5593_15175	ACX60_14435	65.585	709	200	12	1	697	1	677	0.0	836
I5593_15180	ACX60_14440	57.634	465	162	10	1	449	1	446	1.51e-162	463
I5593_15185	ACX60_14445	99.471	189	1	0	1	189	1	189	2.72e-144	395
I5593_15190	ACX60_14450	100.000	197	0	0	1	197	1	197	1.93e-139	384
I5593_15195	ACX60_14455	100.000	188	0	0	1	188	1	188	2.17e-137	378
I5593_15200	ACX60_14460	97.586	290	7	0	1	290	1	290	0.0	592
I5593_15205	ACX60_14465	99.511	409	2	0	1	409	1	409	0.0	830
I5593_15210	ACX60_14470	98.795	166	2	0	1	166	1	166	1.03e-105	296
I5593_15215	ACX60_14475	99.709	687	2	0	1	687	1	687	0.0	1428
I5593_15220	ACX60_14480	100.000	62	0	0	1	62	1	62	6.74e-44	132
I5593_15225	ACX60_14485	99.517	207	1	0	1	207	1	207	9.81e-150	411
I5593_15230	ACX60_14490	100.000	189	0	0	1	189	1	189	4.34e-141	387
I5593_15235	ACX60_14495	99.634	547	2	0	1	547	1	547	0.0	1101
I5593_15240	ACX60_14500	98.939	377	2	1	1	377	1	375	0.0	753
I5593_15245	ACX60_14505	97.611	293	7	0	1	293	1	293	0.0	598
I5593_15250	ACX60_14510	98.997	399	4	0	1	399	1	399	0.0	815
I5593_15255	ACX60_14515	100.000	56	0	0	1	56	1	56	2.40e-36	112
I5593_15260	ACX60_14520	99.283	558	4	0	1	558	1	558	0.0	1078
I5593_15265	ACX60_14525	100.000	75	0	0	1	75	1	75	3.23e-52	154
I5593_15270	ACX60_14530	100.000	139	0	0	1	139	2	140	1.52e-103	288
I5593_15275	ACX60_14535	99.605	253	1	0	1	253	1	253	0.0	521
I5593_15280	ACX60_14540	100.000	295	0	0	1	295	1	295	0.0	602
I5593_15285	ACX60_14550	97.938	97	2	0	1	97	1	97	1.44e-68	197
I5593_15290	ACX60_14555	99.526	211	1	0	1	211	1	211	6.56e-155	424
I5593_15295	ACX60_14560	100.000	498	0	0	1	498	1	498	0.0	987
I5593_15300	ACX60_14565	100.000	532	0	0	1	532	1	532	0.0	1061
I5593_15305	ACX60_14570	99.841	629	1	0	1	629	1	629	0.0	1247
I5593_15310	ACX60_14575	100.000	102	0	0	1	102	1	102	7.25e-71	203
I5593_15315	ACX60_14580	100.000	172	0	0	1	172	2	173	2.91e-121	336
I5593_15320	ACX60_14585	100.000	180	0	0	1	180	1	180	5.61e-135	371
I5593_15325	ACX60_14590	100.000	338	0	0	1	338	1	338	0.0	674
I5593_15330	ACX60_14595	100.000	894	0	0	1	894	1	894	0.0	1862
I5593_15335	ACX60_14600	100.000	443	0	0	1	443	1	443	0.0	913
I5593_15340	ACX60_14605	100.000	169	0	0	1	169	1	169	6.25e-128	352
I5593_15345	ACX60_14610	100.000	595	0	0	1	595	1	595	0.0	1245
I5593_15350	ACX60_14615	100.000	225	0	0	1	225	1	225	5.30e-172	469
I5593_15355	ACX60_14620	100.000	183	0	0	1	183	1	183	8.72e-133	366
I5593_15360	ACX60_14625	99.789	473	1	0	1	473	1	473	0.0	957
I5593_15365	ACX60_14630	100.000	117	0	0	1	117	1	117	6.72e-85	239
I5593_15370	ACX60_14635	99.811	530	1	0	1	530	20	549	0.0	1089
I5593_15375	ACX60_14640	100.000	238	0	0	1	238	1	238	2.47e-173	473
I5593_15385	ACX60_14645	100.000	944	0	0	1	944	1	944	0.0	1971
I5593_15390	ACX60_14650	100.000	44	0	0	1	44	1	44	1.35e-27	89.7
I5593_15395	ACX60_14655	100.000	427	0	0	1	427	1	427	0.0	902
I5593_15400	ACX60_14660	96.817	974	14	1	1	974	1	957	0.0	1661
I5593_15405	ACX60_14665	100.000	199	0	0	1	199	1	199	4.03e-145	399
I5593_15410	ACX60_14670	97.248	109	3	0	1	109	1	109	9.08e-76	216
I5593_15415	ACX60_01150	40.654	214	124	2	1	214	1	211	2.04e-51	163
I5593_15420	ACX60_01155	41.905	105	54	4	1	102	1	101	1.82e-18	75.1
I5593_15430	ACX60_17670	40.201	199	115	2	68	262	31	229	4.89e-40	135
I5593_15430	ACX60_17670	41.104	163	96	0	56	218	56	218	3.23e-36	125
I5593_15430	ACX60_17670	40.441	136	81	0	44	179	80	215	1.39e-26	100
I5593_15430	ACX60_17670	32.039	103	70	0	44	146	116	218	1.93e-09	53.1
I5593_15445	ACX60_14695	96.721	183	6	0	36	218	1	183	1.72e-132	367
I5593_15450	ACX60_14700	100.000	163	0	0	1	163	1	163	1.46e-122	338
I5593_15455	ACX60_14705	99.424	347	2	0	1	347	1	347	0.0	715
I5593_15460	ACX60_14710	100.000	328	0	0	1	328	1	328	0.0	682
I5593_15465	ACX60_14715	96.207	290	11	0	1	290	1	290	0.0	578
I5593_15470	ACX60_14720	93.564	202	13	0	1	202	1	202	1.47e-135	375
I5593_15475	ACX60_14745	100.000	309	0	0	1	309	1	309	0.0	622
I5593_15480	ACX60_14750	100.000	436	0	0	1	436	1	436	0.0	882
I5593_15485	ACX60_14755	98.485	264	4	0	1	264	1	264	0.0	524
I5593_15490	ACX60_14760	98.058	309	6	0	1	309	1	309	0.0	616
I5593_15495	ACX60_14765	98.932	468	5	0	1	468	1	468	0.0	969
I5593_15500	ACX60_14770	97.082	377	11	0	1	377	1	377	0.0	764
I5593_15505	ACX60_01920	36.667	90	57	0	43	132	50	139	2.54e-13	63.5
I5593_15510	ACX60_18880	32.895	152	95	3	8	153	7	157	1.96e-25	94.0
I5593_15515	ACX60_14775	98.533	409	6	0	1	409	1	409	0.0	834
I5593_15520	ACX60_14780	98.182	440	8	0	1	440	1	440	0.0	881
I5593_15525	ACX60_14785	100.000	406	0	0	1	406	1	406	0.0	847
I5593_15530	ACX60_14790	99.365	315	2	0	1	315	1	315	0.0	651
I5593_15535	ACX60_14795	99.744	391	1	0	1	391	1	391	0.0	803
I5593_15540	ACX60_14800	99.094	331	3	0	1	331	1	331	0.0	675
I5593_15565	ACX60_14825	98.870	354	4	0	1	354	1	354	0.0	721
I5593_15570	ACX60_14830	99.261	406	3	0	1	406	1	406	0.0	833
I5593_15575	ACX60_14835	99.371	159	1	0	1	159	1	159	5.36e-116	322
I5593_15580	ACX60_14840	100.000	106	0	0	1	106	1	106	5.27e-70	201
I5593_15585	ACX60_14845	98.489	331	5	0	1	331	1	331	0.0	671
I5593_15590	ACX60_14850	97.107	242	7	0	1	242	10	251	5.17e-180	491
I5593_15595	ACX60_14855	96.273	644	24	0	1	644	1	644	0.0	1301
I5593_15600	ACX60_14860	98.473	131	2	0	1	131	1	131	4.32e-95	266
I5593_15605	ACX60_14865	99.267	273	2	0	1	273	1	273	0.0	555
I5593_15610	ACX60_14870	99.123	228	2	0	1	228	1	228	3.86e-166	454
I5593_15615	ACX60_14875	100.000	90	0	0	1	90	1	90	6.81e-64	184
I5593_15620	ACX60_14880	97.509	281	7	0	1	281	1	281	0.0	573
I5593_15625	ACX60_14885	99.586	483	2	0	1	483	1	483	0.0	994
I5593_15630	ACX60_14890	99.240	263	2	0	1	263	1	263	0.0	535
I5593_15635	ACX60_14895	98.190	221	4	0	1	221	1	221	2.82e-161	441
I5593_15640	ACX60_14900	97.714	175	4	0	1	175	2	176	7.59e-129	355
I5593_15645	ACX60_14905	99.512	205	1	0	4	208	1	205	3.93e-153	419
I5593_15650	ACX60_14910	99.451	182	1	0	1	182	1	182	4.06e-137	377
I5593_15655	ACX60_14915	50.225	667	281	12	1	641	1	642	0.0	636
I5593_15665	ACX60_14925	91.155	554	49	0	1	554	3	556	0.0	1054
I5593_15675	ACX60_14935	94.224	277	16	0	1	277	1	277	0.0	544
I5593_15680	ACX60_14940	75.945	291	58	4	1	291	1	279	6.28e-144	402
I5593_15685	ACX60_14945	98.226	451	8	0	1	451	12	462	0.0	911
I5593_15690	ACX60_14950	98.615	361	5	0	1	361	1	361	0.0	729
I5593_15695	ACX60_14955	99.301	429	3	0	1	429	1	429	0.0	873
I5593_15700	ACX60_14960	100.000	227	0	0	1	227	1	227	2.48e-169	462
I5593_15705	ACX60_14965	99.761	418	1	0	1	418	1	418	0.0	842
I5593_15710	ACX60_14970	100.000	83	0	0	1	83	1	83	3.32e-59	172
I5593_15715	ACX60_14975	100.000	112	0	0	1	112	1	112	2.01e-81	230
I5593_15720	ACX60_14980	99.793	482	1	0	1	482	1	482	0.0	974
I5593_15750	ACX60_15010	99.598	249	1	0	1	249	51	299	0.0	511
I5593_15755	ACX60_15015	99.689	322	1	0	1	322	1	322	0.0	664
I5593_15760	ACX60_15020	100.000	173	0	0	1	173	1	173	6.37e-128	353
I5593_15765	ACX60_15025	99.635	274	1	0	1	274	1	274	0.0	570
I5593_15770	ACX60_15030	100.000	125	0	0	1	125	1	125	4.10e-94	263
I5593_15775	ACX60_15035	100.000	145	0	0	1	145	1	145	1.43e-103	289
I5593_15780	ACX60_15040	100.000	143	0	0	1	143	1	143	1.49e-104	291
I5593_15785	ACX60_15045	100.000	496	0	0	1	496	1	496	0.0	1015
I5593_15790	ACX60_15050	100.000	273	0	0	1	273	1	273	0.0	568
I5593_15795	ACX60_15055	100.000	305	0	0	1	305	1	305	0.0	615
I5593_15800	ACX60_15060	96.898	935	27	1	1	933	1	935	0.0	1783
I5593_15805	ACX60_15065	99.675	923	3	0	1	923	1	923	0.0	1902
I5593_15810	ACX60_15070	100.000	189	0	0	1	189	1	189	3.09e-134	370
I5593_15815	ACX60_15075	100.000	276	0	0	3	278	1	276	0.0	555
I5593_15820	ACX60_15080	98.126	427	8	0	41	467	1	427	0.0	869
I5593_15825	ACX60_15085	100.000	273	0	0	1	273	1	273	0.0	563
I5593_15830	ACX60_15090	99.407	506	3	0	1	506	1	506	0.0	1031
I5593_15835	ACX60_15095	100.000	108	0	0	1	108	1	108	3.73e-77	219
I5593_15840	ACX60_15100	100.000	422	0	0	1	422	1	422	0.0	853
I5593_15855	ACX60_15110	100.000	98	0	0	1	98	1	98	1.51e-69	199
I5593_15860	ACX60_15115	98.991	793	8	0	1	793	1	793	0.0	1610
I5593_15865	ACX60_15120	99.693	326	1	0	1	326	1	326	0.0	679
I5593_15870	ACX60_15125	98.799	333	4	0	1	333	1	333	0.0	683
I5593_15875	ACX60_15130	97.605	167	4	0	1	167	1	167	1.40e-121	336
I5593_15885	ACX60_15140	100.000	119	0	0	1	119	1	119	1.03e-79	227
I5593_15890	ACX60_15145	100.000	64	0	0	1	64	1	64	2.60e-42	128
I5593_15895	ACX60_15150	100.000	416	0	0	1	416	1	416	0.0	837
I5593_15900	ACX60_15155	97.887	142	3	0	1	142	1	142	1.65e-99	278
I5593_15905	ACX60_15160	99.515	206	1	0	1	206	1	206	4.89e-153	419
I5593_15910	ACX60_15165	99.270	137	1	0	47	183	1	137	1.73e-96	273
I5593_15915	ACX60_15170	99.844	640	1	0	1	640	1	640	0.0	1336
I5593_15920	ACX60_15175	98.708	542	7	0	1	542	1	542	0.0	1119
I5593_15925	ACX60_15180	100.000	178	0	0	1	178	1	178	2.35e-131	362
I5593_15930	ACX60_15185	100.000	89	0	0	1	89	1	89	1.79e-61	178
I5593_15935	ACX60_15190	100.000	283	0	0	1	283	1	283	0.0	585
I5593_15940	ACX60_15195	100.000	282	0	0	1	282	1	282	0.0	573
I5593_15945	ACX60_15200	100.000	269	0	0	1	269	1	269	0.0	555
I5593_15950	ACX60_15205	97.500	160	4	0	1	160	1	160	7.58e-113	314
I5593_15955	ACX60_15210	100.000	487	0	0	1	487	1	487	0.0	1003
I5593_15960	ACX60_15215	93.382	136	9	0	1	136	1	136	2.96e-93	262
I5593_15965	ACX60_15220	100.000	268	0	0	1	268	1	268	0.0	546
I5593_15970	ACX60_15225	99.222	257	2	0	1	257	1	257	0.0	528
I5593_15975	ACX60_15230	100.000	768	0	0	1	768	1	768	0.0	1582
I5593_15980	ACX60_15235	99.352	463	3	0	1	463	1	463	0.0	957
I5593_15985	ACX60_15240	99.632	272	1	0	1	272	1	272	0.0	568
I5593_15990	ACX60_15245	100.000	304	0	0	1	304	1	304	0.0	632
I5593_15995	ACX60_15250	99.893	935	1	0	1	935	1	935	0.0	1919
I5593_16000	ACX60_15255	100.000	262	0	0	1	262	1	262	0.0	536
I5593_16005	ACX60_15260	99.306	288	2	0	1	288	1	288	0.0	577
I5593_16010	ACX60_15265	100.000	264	0	0	1	264	1	264	0.0	550
I5593_16015	ACX60_15270	99.248	133	1	0	1	133	1	133	2.15e-96	270
I5593_16020	ACX60_15275	97.802	273	6	0	1	273	1	273	0.0	553
I5593_16025	ACX60_15280	99.587	484	2	0	1	484	1	484	0.0	976
I5593_16030	ACX60_15285	100.000	104	0	0	1	104	1	104	9.78e-71	203
I5593_16035	ACX60_15290	99.733	375	1	0	1	375	1	375	0.0	754
I5593_16040	ACX60_15295	99.675	308	1	0	1	308	1	308	0.0	612
I5593_16045	ACX60_15300	97.778	135	3	0	1	135	1	135	3.54e-97	272
I5593_16050	ACX60_15305	99.239	394	3	0	1	394	1	394	0.0	786
I5593_16060	ACX60_13825	34.783	115	66	5	269	377	53	164	7.94e-07	45.4
I5593_16075	ACX60_05530	34.043	188	111	6	8	185	14	198	8.16e-17	78.2
I5593_16080	ACX60_14010	93.968	315	19	0	1	315	1	315	0.0	620
I5593_16085	ACX60_18705	58.898	236	90	4	2	234	11	242	2.53e-93	271
I5593_16090	ACX60_10865	88.081	344	41	0	1	344	1	344	0.0	620
I5593_16095	ACX60_18700	43.382	136	74	1	4	136	9	144	3.54e-36	120
I5593_16100	ACX60_10870	52.830	106	50	0	1	106	2	107	8.58e-39	122
I5593_16105	ACX60_10875	71.739	138	39	0	7	144	5	142	5.55e-72	209
I5593_16110	ACX60_02820	99.231	130	1	0	1	130	1	130	5.66e-93	261
I5593_16115	ACX60_02815	87.356	435	55	0	1	435	1	435	0.0	789
I5593_16120	ACX60_02810	98.837	86	1	0	1	86	1	86	9.22e-58	169
I5593_16125	ACX60_02805	98.358	609	10	0	1	609	1	609	0.0	1217
I5593_16130	ACX60_02800	88.333	120	14	0	1	120	1	120	8.30e-76	217
I5593_16135	ACX60_02795	95.611	1048	46	0	1	1048	1	1048	0.0	2051
I5593_16140	ACX60_02790	85.571	499	69	1	1	496	1	499	0.0	871
I5593_16145	ACX60_02785	88.710	434	49	0	1	434	1	434	0.0	800
I5593_16150	ACX60_02780	75.817	153	37	0	1	153	1	153	4.84e-83	238
I5593_16155	ACX60_02775	86.084	309	40	1	1	309	1	306	0.0	557
I5593_16160	ACX60_02770	88.619	659	68	4	1	655	1	656	0.0	1201
I5593_16165	ACX60_02765	71.429	112	32	0	1	112	1	112	1.28e-55	166
I5593_16170	ACX60_02760	97.357	227	6	0	1	227	1	227	3.21e-163	447
I5593_16175	ACX60_02755	96.507	458	15	1	1	458	1	457	0.0	913
I5593_16180	ACX60_02750	93.121	785	48	1	1	779	1	785	0.0	1496
I5593_16185	ACX60_02745	92.857	126	9	0	1	126	1	126	7.37e-87	245
I5593_16190	ACX60_02740	92.150	293	23	0	1	293	1	293	0.0	533
I5593_16195	ACX60_02735	100.000	349	0	0	1	349	1	349	0.0	734
I5593_16200	ACX60_02730	100.000	98	0	0	1	98	1	98	4.77e-69	198
I5593_16205	ACX60_02725	99.083	109	1	0	1	109	1	109	5.11e-77	219
I5593_16210	ACX60_02720	100.000	232	0	0	1	232	1	232	9.32e-178	484
I5593_16215	ACX60_02715	99.707	341	1	0	1	341	1	341	0.0	711
I5593_16225	ACX60_02710	91.954	87	7	0	1	87	1	87	1.07e-58	171
I5593_16230	ACX60_02705	88.571	70	8	0	1	70	1	70	1.69e-43	131
I5593_16240	ACX60_02695	44.784	393	214	2	7	397	6	397	2.79e-125	365
I5593_16245	ACX60_02660	25.952	289	209	4	41	325	39	326	3.30e-24	97.8
I5593_16260	ACX60_15310	97.605	334	6	1	1	332	1	334	0.0	684
I5593_16265	ACX60_15315	100.000	169	0	0	1	169	1	169	3.38e-128	353
I5593_16270	ACX60_15320	96.296	297	11	0	1	297	1	297	0.0	579
I5593_16280	ACX60_15325	98.425	254	3	1	1	254	1	253	0.0	508
I5593_16290	ACX60_15330	99.891	918	1	0	1	918	1	918	0.0	1894
I5593_16295	ACX60_15335	97.037	270	8	0	1	270	1	270	0.0	541
I5593_16300	ACX60_15340	98.083	313	6	0	1	313	1	313	0.0	619
I5593_16305	ACX60_15345	99.643	280	1	0	1	280	1	280	0.0	567
I5593_16310	ACX60_15350	99.811	530	1	0	1	530	1	530	0.0	1101
I5593_16315	ACX60_15375	98.606	287	4	0	1	287	1	287	0.0	585
I5593_16320	ACX60_15380	99.474	190	1	0	1	190	1	190	4.47e-137	377
I5593_16325	ACX60_15385	95.187	187	9	0	1	187	1	187	7.97e-133	366
I5593_16330	ACX60_15390	99.708	684	2	0	1	684	1	684	0.0	1402
I5593_16335	ACX60_15395	100.000	338	0	0	1	338	1	338	0.0	701
I5593_16340	ACX60_15400	100.000	163	0	0	1	163	1	163	4.05e-117	325
I5593_16345	ACX60_15405	100.000	574	0	0	1	574	1	574	0.0	1196
I5593_16350	ACX60_15410	95.495	111	5	0	1	111	1	111	5.52e-75	214
I5593_16355	ACX60_15415	100.000	874	0	0	1	874	1	874	0.0	1820
I5593_16360	ACX60_15420	100.000	169	0	0	1	169	1	169	5.85e-123	340
I5593_16365	ACX60_15425	100.000	329	0	0	1	329	1	329	0.0	669
I5593_16370	ACX60_15430	99.776	446	1	0	1	446	1	446	0.0	896
I5593_16375	ACX60_15435	100.000	664	0	0	1	664	1	664	0.0	1347
I5593_16380	ACX60_15440	99.569	464	2	0	1	464	5	468	0.0	919
I5593_16385	ACX60_15445	99.625	267	1	0	1	267	1	267	0.0	548
I5593_16390	ACX60_15450	100.000	243	0	0	1	243	1	243	2.36e-175	479
I5593_16395	ACX60_15455	100.000	188	0	0	1	188	1	188	5.69e-143	392
I5593_16400	ACX60_15460	100.000	352	0	0	1	352	1	352	0.0	728
I5593_16405	ACX60_15465	100.000	138	0	0	1	138	1	138	3.97e-101	282
I5593_16410	ACX60_15470	100.000	85	0	0	1	85	1	85	4.74e-61	177
I5593_16415	ACX60_15475	100.000	152	0	0	1	152	1	152	2.59e-111	309
I5593_16420	ACX60_15480	87.615	218	27	0	1	218	1	218	8.99e-148	407
I5593_16425	ACX60_15580	100.000	469	0	0	1	469	1	469	0.0	962
I5593_16430	ACX60_15585	99.738	381	1	0	1	381	1	381	0.0	763
I5593_16435	ACX60_15590	100.000	232	0	0	1	232	1	232	4.74e-168	459
I5593_16440	ACX60_15595	97.209	430	12	0	1	430	1	430	0.0	870
I5593_16445	ACX60_15600	100.000	371	0	0	1	371	1	371	0.0	755
I5593_16450	ACX60_15605	100.000	263	0	0	1	263	1	263	0.0	536
I5593_16455	ACX60_15610	99.216	255	2	0	12	266	1	255	0.0	517
I5593_16460	ACX60_15615	100.000	410	0	0	1	410	1	410	0.0	858
I5593_16465	ACX60_15620	100.000	143	0	0	1	143	1	143	6.07e-104	290
I5593_16470	ACX60_15625	100.000	66	0	0	1	66	1	66	1.69e-45	136
I5593_16475	ACX60_15630	100.000	183	0	0	1	183	1	183	1.46e-132	365
I5593_16480	ACX60_15635	99.299	428	3	0	5	432	1	428	0.0	879
I5593_16485	ACX60_15640	100.000	727	0	0	1	727	1	727	0.0	1493
I5593_16490	ACX60_15645	99.410	339	2	0	1	339	1	339	0.0	691
I5593_16495	ACX60_15650	98.571	280	4	0	1	280	1	280	0.0	574
I5593_16500	ACX60_15655	99.771	437	1	0	1	437	1	437	0.0	914
I5593_16505	ACX60_15660	99.525	421	2	0	1	421	1	421	0.0	856
I5593_16510	ACX60_15665	99.446	542	3	0	1	542	1	542	0.0	1124
I5593_16515	ACX60_15670	100.000	170	0	0	1	170	1	170	1.88e-126	349
I5593_16520	ACX60_15675	100.000	452	0	0	1	452	1	452	0.0	885
I5593_16525	ACX60_15680	100.000	206	0	0	1	206	1	206	3.77e-151	414
I5593_16530	ACX60_15685	100.000	617	0	0	1	617	1	617	0.0	1255
I5593_16535	ACX60_15690	100.000	400	0	0	1	400	1	400	0.0	823
I5593_16540	ACX60_15695	99.580	714	3	0	1	714	1	714	0.0	1452
I5593_16545	ACX60_15700	99.803	508	1	0	1	508	1	508	0.0	1044
